Lake_Name,Year,Month,Target_NDCI,Air_Temp_C,Surface_Temp_C,Rainfall_mm,Wind_Speed,Lagged_NDTI,Lagged_Air_Temp_C,Lagged_Surface_Temp_C,Lagged_Wind_Speed
Cholavaram_Lake,2024,3,0.115067715,28.08388052,37.24131248,2.343509793,2.120073825,-0.023674403,26.259605,32.39416166,1.443188227
Cholavaram_Lake,2024,4,0.106978178,30.78295294,44.59080734,3.761322886,2.578054048,-0.002028947,28.08388052,37.24131248,2.120073825
Cholavaram_Lake,2024,5,0.111400212,31.42913321,48.05589094,29.10266048,2.004421541,0.022912122,30.78295294,44.59080734,2.578054048
Cholavaram_Lake,2024,6,0.151499539,30.04560157,39.37801902,169.5986271,2.36905203,0.020111372,31.42913321,48.05589094,2.004421541
Cholavaram_Lake,2024,9,0.199865481,29.85258969,42.41770794,91.6552763,1.26739355,,29.08435677,42.41770794,2.015629857
Cholavaram_Lake,2024,10,0.175121569,27.69696901,35.5161525,340.5997295,0.401610146,0.00167652,29.85258969,42.41770794,1.26739355
Cholavaram_Lake,2024,12,0.215886574,25.3483002,30.58134709,327.0461116,2.443758267,,25.97497512,30.58134709,3.088173682
Cholavaram_Lake,2025,1,0.065699243,24.14951377,25.78397993,25.1390686,2.386390858,-0.063034025,25.3483002,30.58134709,2.443758267
Cholavaram_Lake,2025,2,0.11599458,25.07292267,33.115614,3.35422954,0.86156761,0.003951784,24.14951377,25.78397993,2.386390858
Cholavaram_Lake,2025,3,0.134249918,27.70650372,40.27853412,11.16067457,1.452934222,0.004189663,25.07292267,33.115614,0.86156761
Cholavaram_Lake,2025,5,0.089095771,30.76488434,28.46482221,54.5576179,1.552591736,,30.20594205,28.46482221,1.937512931
Cholavaram_Lake,2025,6,0.164255736,31.48528029,45.38210356,68.79101419,2.471031939,0.012191236,30.76488434,28.46482221,1.552591736
Cholavaram_Lake,2025,8,0.173701512,28.73131164,47.40566784,176.6576357,1.844831107,,30.73686235,47.40566784,2.722176774
Cholavaram_Lake,2025,12,0.147739575,23.82873944,28.67239391,200.966234,2.905522147,,26.13947362,28.67239391,2.640332811
Cholavaram_Lake,2026,1,0.146206656,23.61931554,29.62134147,30.79476446,2.603999294,-0.023349248,23.82873944,28.67239391,2.905522147
Cholavaram_Lake,2026,2,0.101285682,24.71873672,27.2637582,5.975540459,1.943416219,-0.034450514,23.61931554,29.62134147,2.603999294
Cholavaram_Lake,2026,3,0.115553259,27.17337794,34.94225059,8.713297784,1.830718862,-0.016515197,24.71873672,27.2637582,1.943416219
Cholavaram_Lake,2026,4,0.116172375,30.22281212,39.80497311,7.932101309,2.966408248,-0.017066906,27.17337794,34.94225059,1.830718862
Red_Hills_Lake,2024,1,0.105395215,24.74140053,25.23948567,35.86257697,1.739858363,,25.22085213,25.23948567,2.659652294
Red_Hills_Lake,2024,2,0.107273012,26.259605,31.13319349,2.775022291,1.443188227,-0.000367532,24.74140053,25.23948567,1.739858363
Red_Hills_Lake,2024,3,0.098350603,28.08388052,36.54688057,2.235375825,2.120073825,-0.003426044,26.259605,31.13319349,1.443188227
Red_Hills_Lake,2024,4,0.095142706,30.78295294,41.15900871,3.574349731,2.578054048,-0.000321745,28.08388052,36.54688057,2.120073825
Red_Hills_Lake,2024,5,0.092905017,31.42913321,43.32692271,32.04500678,2.004421541,0.011301894,30.78295294,41.15900871,2.578054048
Red_Hills_Lake,2024,6,0.158380914,30.04560157,30.69891679,183.6963101,2.36905203,0.007744322,31.42913321,43.32692271,2.004421541
Red_Hills_Lake,2024,9,0.189419554,29.85258969,40.60468372,104.3589812,1.26739355,,29.08435677,40.60468372,2.015629857
Red_Hills_Lake,2024,10,0.21712892,27.69696901,35.2285829,313.8463689,0.401610146,-0.013789294,29.85258969,40.60468372,1.26739355
Red_Hills_Lake,2024,12,0.19922033,25.3483002,28.84692672,324.8583674,2.443758267,,25.97497512,28.84692672,3.088173682
Red_Hills_Lake,2025,1,0.117253206,24.14951377,27.58106627,25.18646698,2.386390858,-0.040991549,25.3483002,28.84692672,2.443758267
Red_Hills_Lake,2025,2,0.138708784,25.07292267,31.98181097,3.652789775,0.86156761,-0.021259142,24.14951377,27.58106627,2.386390858
Red_Hills_Lake,2025,3,0.130558373,27.70650372,35.9598804,10.07669424,1.452934222,-0.017621294,25.07292267,31.98181097,0.86156761
Red_Hills_Lake,2025,5,0.139449038,30.76488434,34.29229677,61.1076156,1.552591736,,30.20594205,34.29229677,1.937512931
Red_Hills_Lake,2025,6,0.153148661,31.48528029,37.83868229,74.33183988,2.471031939,-0.004538332,30.76488434,34.29229677,1.552591736
Red_Hills_Lake,2025,8,0.163106513,28.73131164,38.97758722,208.593735,1.844831107,,30.73686235,38.97758722,2.722176774
Red_Hills_Lake,2025,12,0.14314255,23.82873944,27.89354547,215.642915,2.905522147,,26.13947362,27.89354547,2.640332811
Red_Hills_Lake,2026,1,0.095441976,23.61931554,25.29682798,28.57073655,2.603999294,-0.023297027,23.82873944,27.89354547,2.905522147
Red_Hills_Lake,2026,2,0.134070834,24.71873672,27.95706179,5.543412445,1.943416219,-0.005343968,23.61931554,25.29682798,2.603999294
Red_Hills_Lake,2026,3,0.105353461,27.17337794,34.79457983,8.677385271,1.830718862,-0.020309753,24.71873672,27.95706179,1.943416219
Red_Hills_Lake,2026,4,0.109303762,30.22281212,39.47165398,7.814203468,2.966408248,-0.015104509,27.17337794,34.79457983,1.830718862
Chembarambakkam_Lake,2024,1,0.151785894,24.84437275,26.40487379,74.21046495,1.801923118,,25.25432302,26.40487379,2.569241814
Chembarambakkam_Lake,2024,2,0.030534533,26.36754322,28.66321577,3.323165447,1.463518873,0.007749812,24.84437275,26.40487379,1.801923118
Chembarambakkam_Lake,2024,3,-0.006552196,28.08545563,30.57873062,2.473457336,2.064261748,-0.044024538,26.36754322,28.66321577,1.463518873
Chembarambakkam_Lake,2024,4,-0.017665129,30.64722432,33.01257778,2.708905727,2.539150036,-0.030083404,28.08545563,30.57873062,2.064261748
Chembarambakkam_Lake,2024,5,-0.000654526,31.0633108,33.1202954,34.12867415,2.068021849,-0.025283824,30.64722432,33.01257778,2.539150036
Chembarambakkam_Lake,2024,6,-0.014137435,29.82067752,32.97983378,200.8767471,2.452454235,-0.021754949,31.0633108,33.1202954,2.068021849
Chembarambakkam_Lake,2024,9,-0.005712017,29.5972837,33.40447649,122.7155461,1.356047898,,28.87198855,33.40447649,2.075892782
Chembarambakkam_Lake,2024,10,-0.004944282,27.65485606,32.82462256,313.7348652,0.439890909,-0.027993215,29.5972837,33.40447649,1.356047898
Chembarambakkam_Lake,2024,12,0.010667114,25.34638908,17.1348752,284.4092193,2.319222739,,25.92319832,17.1348752,2.974329814
Chembarambakkam_Lake,2025,1,0.053074544,24.18702217,25.4197498,43.88800097,2.428697896,-0.000399981,25.34638908,17.1348752,2.319222739
Chembarambakkam_Lake,2025,2,0.032139807,25.27185077,28.13556771,4.484301507,0.968384984,-0.037413976,24.18702217,25.4197498,2.428697896
Chembarambakkam_Lake,2025,3,0.010704923,27.70118251,30.600333,10.68323112,1.404175169,-0.029137671,25.27185077,28.13556771,0.968384984
Chembarambakkam_Lake,2025,5,0.007109561,30.65512607,28.11090304,63.09030843,1.73953777,,30.07068272,28.11090304,1.965325186
Chembarambakkam_Lake,2025,6,-0.010098184,31.23162089,32.20612561,82.22018337,2.606338876,-0.034375271,30.65512607,28.11090304,1.73953777
Chembarambakkam_Lake,2025,8,-0.024498215,28.63905011,34.78163586,198.9182477,1.889855898,,30.51401447,34.78163586,2.827762512
Chembarambakkam_Lake,2025,12,0.014546643,23.79949507,23.74229012,155.4861293,2.852600029,,26.07980294,23.74229012,2.509725868
Chembarambakkam_Lake,2026,1,0.040013285,23.54599459,21.76165151,43.60868406,2.603766739,-0.035280992,23.79949507,23.74229012,2.852600029
Chembarambakkam_Lake,2026,2,-0.003852222,24.71191241,24.77368216,4.682918221,1.966853884,-0.001289191,23.54599459,21.76165151,2.603766739
Chembarambakkam_Lake,2026,3,-0.002724258,27.12063569,29.50483049,10.09003103,1.791654278,-0.036471765,24.71191241,24.77368216,1.966853884
Chembarambakkam_Lake,2026,4,-0.014192742,30.0733628,31.40807424,8.270060152,2.981491227,-0.042799413,27.12063569,29.50483049,1.791654278
Thervoy_Kandigai_Lake,2024,1,0.196199927,24.39153652,29.09373343,34.84786797,1.409552692,,24.82384272,29.09373343,2.393470336
Thervoy_Kandigai_Lake,2024,2,0.187363504,26.02914748,35.15308408,2.327364311,1.24564031,-0.00502646,24.39153652,29.09373343,1.409552692
Thervoy_Kandigai_Lake,2024,3,0.160413983,28.07005639,37.23239589,3.182139188,1.979918686,-0.004512797,26.02914748,35.15308408,1.24564031
Thervoy_Kandigai_Lake,2024,4,0.175878706,31.00108988,47.93536836,4.102938652,2.428123362,0.013860382,28.07005639,37.23239589,1.979918686
Thervoy_Kandigai_Lake,2024,5,0.183493682,31.78969741,51.78698675,29.89678276,1.701603907,0.032244788,31.00108988,47.93536836,2.428123362
Thervoy_Kandigai_Lake,2024,6,0.237050101,30.02305925,43.34901845,146.5235586,2.088302333,0.024848508,31.78969741,51.78698675,1.701603907
Thervoy_Kandigai_Lake,2024,9,0.295532794,29.9962122,41.21420246,95.64674258,1.18555382,,29.17025752,41.21420246,1.805923639
Thervoy_Kandigai_Lake,2024,10,0.258091359,27.64191924,34.02734487,352.2374687,0.318409783,-0.015089233,29.9962122,41.21420246,1.18555382
Thervoy_Kandigai_Lake,2024,12,0.024221787,25.0423605,13.44572462,207.0426974,2.258693414,,25.69605531,13.44572462,2.785908336
Thervoy_Kandigai_Lake,2025,1,0.239629897,23.67028147,30.71753641,28.19831252,2.010621219,-0.003613924,25.0423605,13.44572462,2.258693414
Thervoy_Kandigai_Lake,2025,2,0.182033846,24.79865393,31.55668821,2.833528519,0.714180583,-0.01200379,23.67028147,30.71753641,2.010621219
Thervoy_Kandigai_Lake,2025,3,0.192237801,27.71727216,38.79452487,9.456491232,1.387432217,-0.003483744,24.79865393,31.55668821,0.714180583
Thervoy_Kandigai_Lake,2025,5,0.197524667,30.80840963,38.66514796,62.21115112,1.286495963,,30.39432095,38.66514796,1.777180637
Thervoy_Kandigai_Lake,2025,6,0.220410978,31.65515334,48.43806559,62.6741302,2.259842116,0.010748406,30.80840963,38.66514796,1.286495963
Thervoy_Kandigai_Lake,2025,8,0.26938289,28.73584793,43.98933009,164.6202841,1.631848915,,31.00027959,43.98933009,2.551721289
Thervoy_Kandigai_Lake,2025,12,0.247569961,23.35404869,29.66491,162.9410021,2.576500448,,25.90176746,29.66491,2.420079141
Thervoy_Kandigai_Lake,2026,1,0.202714939,23.29936793,28.77529719,36.60768509,2.239245074,-0.020666933,23.35404869,29.66491,2.576500448
Thervoy_Kandigai_Lake,2026,2,0.162472903,24.41415676,29.95425592,3.326665014,1.662756092,-0.034571792,23.29936793,28.77529719,2.239245074
Thervoy_Kandigai_Lake,2026,3,0.181018687,27.26244464,38.25111682,9.106357932,1.716989437,-0.011669787,24.41415676,29.95425592,1.662756092
Thervoy_Kandigai_Lake,2026,4,0.182508283,30.4093654,43.87593925,10.2313872,2.719837686,-0.000682505,27.26244464,38.25111682,1.716989437
Veeranam_Lake,2024,1,0.225511502,25.02285267,33.49396189,82.09319019,2.008795571,,25.53128875,33.49396189,2.302172874
Veeranam_Lake,2024,2,0.235156409,26.58130377,33.04458784,4.959198773,1.863104202,0.000984024,25.02285267,33.49396189,2.008795571
Veeranam_Lake,2024,3,0.218425017,28.2570051,34.65963289,3.977038145,1.51773799,-2.80E-05,26.58130377,33.04458784,1.863104202
Veeranam_Lake,2024,5,0.191354968,30.46238621,49.00090177,134.4047725,1.355602743,,30.89794589,49.00090177,1.682228048
Veeranam_Lake,2024,9,0.192969531,30.72776059,8.244007272,81.42606163,1.493017273,,28.89986258,8.244007272,1.61981144
Veeranam_Lake,2025,2,0.234682466,25.3603285,35.95588072,14.88965964,1.685191751,,24.30825505,35.95588072,2.577129568
Veeranam_Lake,2025,3,0.285418875,27.60897086,36.99011312,49.18758082,1.147319522,0.006179516,25.3603285,35.95588072,1.685191751
Veeranam_Lake,2025,4,0.235693677,30.24874532,40.85962745,17.78387189,1.332071507,-0.010131145,27.60897086,36.99011312,1.147319522
Veeranam_Lake,2025,7,0.287240186,30.35344607,46.96003438,22.78431702,2.760943919,,30.43968567,46.96003438,2.49801266
Veeranam_Lake,2025,8,0.25620202,29.55554089,43.32903461,116.0070047,1.857779862,0.002000051,30.35344607,46.96003438,2.760943919
Veeranam_Lake,2025,11,0.310834632,25.98414593,33.78308904,461.428318,2.173533268,,27.4859215,33.78308904,0.199952255
Veeranam_Lake,2025,12,0.338764184,24.03517478,30.28792867,107.0842619,2.569741254,-0.042709449,25.98414593,33.78308904,2.173533268
Veeranam_Lake,2026,1,0.197254145,23.40254229,31.59906454,49.82576728,2.681232799,-0.035579187,24.03517478,30.28792867,2.569741254
Veeranam_Lake,2026,2,0.064527321,24.77220933,24.71141378,12.9065038,2.171544152,-0.00237004,23.40254229,31.59906454,2.681232799
Veeranam_Lake,2026,3,0.298185121,27.32834686,36.00428261,15.88813221,1.303958443,-0.000768662,24.77220933,24.71141378,2.171544152
Veeranam_Lake,2026,4,0.238464788,30.59872358,44.38135826,10.88572863,1.725062203,-0.023576736,27.32834686,36.00428261,1.303958443
Willingdon_Lake,2024,1,0.179662747,,27.6945753,85.20684934,,,,27.6945753,
Willingdon_Lake,2024,2,0.221427037,,35.99169032,4.405674219,,0.004687203,,27.6945753,
Willingdon_Lake,2024,3,0.187270413,,37.05857733,3.536401361,,0.016000548,,35.99169032,
Willingdon_Lake,2024,5,0.206252829,,45.6282177,88.02122563,,,,45.6282177,
Willingdon_Lake,2024,9,0.182491569,,-20.31937559,85.24129081,,,,-20.31937559,
Willingdon_Lake,2025,2,0.212076861,,37.15279777,11.61919773,,,,37.15279777,
Willingdon_Lake,2025,3,0.249787619,,36.31035853,45.40510118,,0.02566084,,37.15279777,
Willingdon_Lake,2025,4,0.276662676,,41.08845932,16.95475566,,-0.00833384,,36.31035853,
Willingdon_Lake,2025,7,0.298947921,,44.55568191,13.10193169,,,,44.55568191,
Willingdon_Lake,2025,8,0.229145659,,43.96511945,110.8015957,,-0.00934572,,44.55568191,
Willingdon_Lake,2025,11,0.302299905,,33.95878627,427.9808784,,,,33.95878627,
Willingdon_Lake,2025,12,0.351765205,,29.11437017,104.8243809,,-0.043720817,,33.95878627,
Willingdon_Lake,2026,1,0.236687436,,31.12988685,53.95646358,,-0.035626536,,29.11437017,
Willingdon_Lake,2026,2,0.215638474,,33.90979881,7.654600084,,-0.006474934,,31.12988685,
Willingdon_Lake,2026,3,0.217288651,,38.22297318,17.43810606,,0.018715698,,33.90979881,
Willingdon_Lake,2026,4,0.240369198,,42.85212843,11.89679584,,0.009446279,,38.22297318,
Pykara_Lake,2024,1,0.268763559,18.50937506,22.61482263,29.91998625,0.790638118,,19.01903972,22.61482263,0.971124412
Pykara_Lake,2024,2,0.222710452,19.87609656,23.83500684,6.723884463,0.985859585,-0.006192413,18.50937506,22.61482263,0.790638118
Pykara_Lake,2024,3,0.098938677,21.51829595,20.37250193,13.04391491,0.783611481,-1.01E-05,19.87609656,23.83500684,0.985859585
Pykara_Lake,2024,4,0.228002261,23.47523539,29.06290422,19.80416143,0.674257616,0.007179969,21.51829595,20.37250193,0.783611481
Pykara_Lake,2024,9,0.236537531,19.26765317,17.2462134,46.82746077,1.437899595,,19.31063312,17.2462134,1.01791591
Pykara_Lake,2024,11,0.304303582,18.49197545,20.91074412,150.4488568,0.75424351,,18.99091432,20.91074412,0.149654575
Pykara_Lake,2024,12,0.293893697,18.30541021,22.41937901,91.89848804,0.580818461,-0.017668743,18.49197545,20.91074412,0.75424351
Pykara_Lake,2025,1,0.278513359,17.94013562,21.97153808,14.63585532,0.955270512,-0.010853449,18.30541021,22.41937901,0.580818461
Pykara_Lake,2025,2,0.2658371,19.29140818,22.96975729,6.977514803,1.093116659,-0.006707994,17.94013562,21.97153808,0.955270512
Pykara_Lake,2025,3,0.251431206,20.93615079,24.47367383,129.3557091,0.764300115,-0.002844341,19.29140818,22.96975729,1.093116659
Pykara_Lake,2025,4,0.24543438,20.97439094,25.54870195,93.51982939,0.208292852,-0.002884157,20.93615079,24.47367383,0.764300115
Pykara_Lake,2026,2,0.260498171,18.54149063,23.75649848,16.55977654,0.730655855,,17.1742603,23.75649848,0.89501942
Pykara_Lake,2026,3,0.242395049,20.35412863,25.27079596,49.10275674,0.662740626,-0.004861007,18.54149063,23.75649848,0.730655855
Pykara_Lake,2026,4,0.233319096,22.2853718,25.00254284,25.76765686,0.357630203,-0.008022425,20.35412863,25.27079596,0.662740626
Pykara_Lake,2026,5,0.233444739,,23.3467174,,,-0.004530416,22.2853718,25.00254284,0.357630203
Porthimund_Lake,2024,1,0.275578178,15.37181888,21.20736446,17.57794082,0.659122006,,16.02327149,21.20736446,0.814432252
Porthimund_Lake,2024,2,0.273050852,16.12721624,22.2344759,4.608094811,0.830247902,-0.009471497,15.37181888,21.20736446,0.659122006
Porthimund_Lake,2024,3,0.247476851,17.5552977,24.01884027,14.08911133,0.649105468,-0.007385485,16.12721624,22.2344759,0.830247902
Porthimund_Lake,2024,4,0.277493333,19.57624993,26.89593934,22.26517642,0.548068953,-0.006109622,17.5552977,24.01884027,0.649105468
Porthimund_Lake,2024,9,0.317560265,16.45768138,19.97300738,59.53510642,1.120870127,,16.72660937,19.97300738,0.833355764
Porthimund_Lake,2024,11,0.090042447,15.81953621,14.70363628,126.0083771,0.722342855,,16.25783616,14.70363628,0.180218967
Porthimund_Lake,2024,12,0.28964805,15.79146794,21.13840906,69.78869021,0.510205332,0.003391239,15.81953621,14.70363628,0.722342855
Porthimund_Lake,2025,1,0.274583428,15.55827868,20.60525677,8.726668954,0.808285505,-0.011335884,15.79146794,21.13840906,0.510205332
Porthimund_Lake,2025,2,0.268980178,15.77873903,20.88957788,4.719074607,0.96301829,-0.007538888,15.55827868,20.60525677,0.808285505
Porthimund_Lake,2025,3,0.265345145,17.22371695,23.32492145,132.201962,0.648370917,-0.005280433,15.77873903,20.88957788,0.96301829
Porthimund_Lake,2025,4,0.213320521,17.27031108,22.04826016,110.3195777,0.154313753,-0.005495338,17.22371695,23.32492145,0.648370917
Porthimund_Lake,2026,2,0.255937872,15.06396319,21.78218554,10.63837445,0.59681582,,13.94111125,21.78218554,0.741233809
Porthimund_Lake,2026,3,0.249507339,16.39294436,23.99368075,55.6337049,0.548584931,-0.004008698,15.06396319,21.78218554,0.59681582
Porthimund_Lake,2026,4,0.249217429,18.40859771,24.45316949,28.5668779,0.324130278,-0.010215937,16.39294436,23.99368075,0.548584931
Porthimund_Lake,2026,5,0.264074864,,18.30087951,,,-0.008181423,18.40859771,24.45316949,0.324130278
Avalanche_Lake,2024,1,0.197695286,16.38546713,31.63276065,36.40839458,0.714256457,,16.9464512,31.63276065,0.878455869
Avalanche_Lake,2024,2,0.191796896,17.34963958,33.03454596,7.060046216,0.846543249,0.025580504,16.38546713,31.63276065,0.714256457
Avalanche_Lake,2024,3,0.187179214,18.76417706,37.09158218,16.09561435,0.47924437,0.030669283,17.34963958,33.03454596,0.846543249
Avalanche_Lake,2024,4,0.181126884,20.6883159,36.29445729,20.25543759,0.345468979,0.031038833,18.76417706,37.09158218,0.47924437
Avalanche_Lake,2024,9,0.220113798,17.41642704,24.67106501,60.33592788,1.135392437,,17.55348742,24.67106501,0.925830005
Avalanche_Lake,2024,11,0.106511668,16.75162171,18.60521523,140.5503284,0.790182158,,17.12410222,18.60521523,0.350649425
Avalanche_Lake,2024,12,0.224283826,16.67266596,27.22161197,94.48955051,0.540197938,1.92E-05,16.75162171,18.60521523,0.790182158
Avalanche_Lake,2025,1,0.203359902,16.54602964,28.4893017,17.16735832,0.964043063,-0.008834988,16.67266596,27.22161197,0.540197938
Avalanche_Lake,2025,2,0.191502454,16.99596315,31.81687302,6.884627501,1.044569798,0.021961267,16.54602964,28.4893017,0.964043063
Avalanche_Lake,2025,3,0.199839136,18.30674314,30.58116714,151.9451791,0.534470248,0.034492633,16.99596315,31.81687302,1.044569798
Avalanche_Lake,2025,4,0.207870231,18.22414138,31.52641694,118.1128262,0.090802124,0.023581537,18.30674314,30.58116714,0.534470248
Avalanche_Lake,2026,2,0.190254298,16.16900179,31.0885456,16.81325082,0.64237532,,15.05291191,31.0885456,0.857933388
Avalanche_Lake,2026,3,0.189600639,17.43939146,34.58130511,61.4360199,0.379834619,0.022225181,16.16900179,31.0885456,0.64237532
Avalanche_Lake,2026,4,0.188702492,19.38552642,35.02239182,25.30902346,0.149820143,0.016863974,17.43939146,34.58130511,0.379834619
Avalanche_Lake,2026,5,0.189079206,,23.27041812,,,0.026689392,19.38552642,35.02239182,0.149820143
Emerald_Lake,2024,1,0.149544192,16.38546713,26.28235457,18.35209903,0.714256457,,16.9464512,26.28235457,0.878455869
Emerald_Lake,2024,2,0.132951217,17.34963958,26.78957366,3.502516925,0.846543249,0.009901237,16.38546713,26.28235457,0.714256457
Emerald_Lake,2024,3,0.125802015,18.76417706,32.96579813,13.41197908,0.47924437,0.02204346,17.34963958,26.78957366,0.846543249
Emerald_Lake,2024,4,0.118972387,20.6883159,34.48062139,18.10707663,0.345468979,0.029694304,18.76417706,32.96579813,0.47924437
Emerald_Lake,2024,9,0.214524927,17.41642704,21.20905671,50.09557587,1.135392437,,17.55348742,21.20905671,0.925830005
Emerald_Lake,2024,11,0.182768123,16.75162171,17.18604357,126.5828102,0.790182158,,17.12410222,17.18604357,0.350649425
Emerald_Lake,2024,12,0.184371291,16.67266596,22.35796921,73.39540717,0.540197938,-0.017607489,16.75162171,17.18604357,0.790182158
Emerald_Lake,2025,1,0.166292731,16.54602964,23.57836561,8.643480539,0.964043063,-0.022396576,16.67266596,22.35796921,0.540197938
Emerald_Lake,2025,2,0.115667125,16.99596315,26.36828101,3.475757681,1.044569798,0.008505544,16.54602964,23.57836561,0.964043063
Emerald_Lake,2025,3,0.120455542,18.30674314,25.65338297,124.4528458,0.534470248,0.033383452,16.99596315,26.36828101,1.044569798
Emerald_Lake,2025,4,0.116929827,18.22414138,20.08315314,97.1452339,0.090802124,0.016620038,18.30674314,25.65338297,0.534470248
Emerald_Lake,2026,2,0.138794064,16.16900179,24.55930491,8.067410976,0.64237532,,15.05291191,24.55930491,0.857933388
Emerald_Lake,2026,3,0.135479312,17.43939146,27.77902055,55.29815,0.379834619,-0.00047585,16.16900179,24.55930491,0.64237532
Emerald_Lake,2026,4,0.129707141,19.38552642,28.23730299,24.02041955,0.149820143,-0.002553033,17.43939146,27.77902055,0.379834619
Emerald_Lake,2026,5,0.143722107,,18.65490435,,,0.005777993,19.38552642,28.23730299,0.149820143
